ind;ringnr;tr;plats;year;date;hour;sign;sex;age;wing;tarsv;tail;wproj;fett;weigh;bill;bihe;biwi
H2-59;NA;1;Kvi;95;63;9;……N;male;30;100;35.5;85;28;1;38.5;13.8;5.5;5.7
H2-78;NA;1;Kvi;95;26;19;DHT;female;30;96.3;34.4;74;28;3;34.1;12.2;5.2;5
H2-99;NA;1;Kvi;95;61;6;BHN;female;30;96;33.1;73;27;1;29.2;11.7;5;5
H3-15;NA;1;Kvi;95;60;9;BNN;female;20;96.5;31.1;76;26;3;33.9;11.9;4.9;4.9
H3-24;NA;1;Kvi;95;65;6;……N;female;20;93;32.4;71;NA;1;NA;13.1;5.2;5.3
H3-29;NA;1;Kvi;95;34;17;DHT;female;20;95;31.8;76;NA;1;33.6;12.1;4.8;5.1
H3-29;NA;2;Kvi;95;97;6;JSD;female;35;95;31.6;72;NA;NA;NA;NA;NA;NA
H3-37;NA;1;Kvi;95;37;9;……N;female;20;90;32.9;71;28;2;33.1;NA;4.9;5.1
H3-37;NA;2;Kvi;95;65;6;LRG;female;20;90;32.6;68;NA;1;30.4;NA;5;5.1
H3-41;NA;1;Kvi;95;39;20;BHN;female;20;93;32.5;72;25;1;35.5;12;5;5
H3-41;NA;2;Kvi;95;72;5;……N;female;20;92;33.1;72;25;3;29.1;12.1;5.1;5.1
H3-55;NA;1;Kvi;95;36;17;DHT;male;20;99;33.3;79;28;0;33.8;12.3;5.3;5.3
H3-70;NA;1;Kvi;95;24;10;BNN;male;20;98;33.9;76;NA;1;35.1;12.1;5;5
H5-79;NA;1;Kvi;95;61;10;……N;female;45;96;32.3;79;31;2;34.8;12.2;5.2;5.1
H7-00;NA;1;Kvi;95;24;9;BNN;male;35;103;32.8;84;28;1;31.4;11.9;5.1;5
H7-02;NA;1;Kvi;95;36;19;DHT;male;20;99;29;75;33.9;1;31.4;12.2;5.3;4.9
H7-02;NA;2;Kvi;95;39;19;DHT;male;20;98;33.9;75;28.5;1;31.6;NA;NA;NA
H7-02;NA;2;Kvi;95;63;6;PJN;male;20;97;33.9;77.5;29;2;30.3;12;5.1;4.9
H7-03;NA;1;Kvi;95;52;9;BNN;female;30;96;30.9;81;29;2;31.5;11.9;4.8;5
H7-04;NA;1;Kvi;95;25;11;BNN;female;35;97;32.3;75;28;2;36.1;11.8;5.1;4.9
H7-14;NA;1;Kvi;95;60;6;……N;female;20;92;32;71;27;1;34.3;11.3;5;4.9
H7-33;NA;1;Kvi;95;24;14;BNN;male;20;100;32.9;80;27;3;32.8;12.8;5.1;5.2
H7-41;3377753;1;Kvi;95;48;8;BNN;female;65;99.8;33.9;79;29;1;31.6;13.2;5;5.1
H7-43;NA;1;Kvi;95;59;9;BHN;male;45;103;33.8;81;29;0;32.6;12.1;5.1;5
H7-43;NA;2;Kvi;95;84;6;TAN;male;35;103;33.9;NA;NA;1;30.4;NA;NA;NA
H7-49;NA;1;Kvi;95;34;7;DHT;female;30;95.2;32;74;28;4;32.4;12.4;5.1;5.3
H7-50;NA;1;Kvi;95;37;7;BHN;male;20;98;33.8;75;28;1;35;12.7;5.2;4.9
H7-52;NA;1;Kvi;95;58;13;DHT;female;35;96.7;31.3;75;28.5;3;29;NA;NA;NA
H7-74;NA;1;Kvi;95;38;14;DHT;male;35;104;34.6;82;30.5;1;34.6;11.6;5.2;5
H7-79;NA;1;Kvi;95;51;18;……N;female;35;96;32.5;74;30;1;30.7;13.1;5.3;5.2
H7-91;NA;1;Kvi;95;22;11;BNN;male;20;101;32.7;76;28.5;2;NA;NA;NA;NA
H7-97;NA;1;Kvi;95;40;10;DHT;female;35;97.7;32.5;78;29;3;35.7;12.7;5.3;5.4
H9-22;NA;1;Kvi;95;52;9;……N;female;45;98;33.4;75;28;1;37;12.2;5.2;5
H9-85;NA;1;Kvi;95;59;8;DHT;female;45;96;31.8;75;30;2;33.1;12.2;5.2;5
H9-85;NA;2;Kvi;95;64;7;PJN;female;60;96;31.2;NA;NA;1;32.7;12.2;5.1;5
V-57;NA;1;Kvi;95;61;8;BHN;male;70;101;33;80;28;0;32.4;12.1;5.1;4.8
V-59;NA;1;Kvi;95;42;11;BNN;female;80;97;33.8;72.5;29;1;30.4;13.3;5.2;5.2
V9-08;NA;1;Kvi;95;45;11;BNN;male;20;98;34.2;75;28;1;33.7;13.1;5.2;5.1
V9-17;NA;1;Kvi;95;56;10;BNN;female;30;94.5;31.9;72;25;3;33.8;12.7;5.1;5.1
V9-18;NA;1;Kvi;95;46;8;……N;female;20;95;32.9;NA;27;1;32.2;12.1;5.2;5
V9-29;NA;1;Kvi;95;36;7;DHT;female;35;96.3;32.3;74;28.5;1;34.8;12.9;5.3;5.3
V9-32;NA;1;Kvi;95;39;19;DHT;female;20;96.3;32.3;74;27.5;3;36.2;12.7;5.3;5.1
V9-51;NA;1;Kvi;95;28;8;BHN;male;20;101;33.2;82;1;32.2;32.2;11.3;5.1;4.9
V9-79;NA;1;Kvi;95;49;8;……N;female;35;96;33.7;74;30;1;32;13;5;5.2
V9-79;NA;2;Kvi;95;63;15;……N;female;35;96;33.2;75;29;1;35.6;12.8;4.9;5
V9-87;NA;1;Kvi;95;33;7;BHN;female;30;97;32.5;79;26;1;35;13;4.9;4.9
V9-99;NA;1;Kvi;95;23;15;DHT;male;20;98.6;33.3;75;28;3;35.2;NA;NA;NA
V9-99;NA;2;Kvi;95;59;10;……N;male;20;98.5;33.3;75;29;1;35.4;12.1;5.2;5.4
1H-00;NA;1;Seg;95;29;13;BNN;female;30;97;33;75;28.5;NA;33.2;12.8;5;5.1
1H-03;NA;1;Seg;95;57;12;……N;female;35;95.5;32.2;76;28;2;29.1;12;5.1;5.2
1H-08;NA;1;Seg;95;55;9;……N;female;20;95;33;76;27;2;30.2;12.8;5;5.2
1H-17;NA;1;Seg;95;65;8;BNN;female;45;96;NA;76;28;3;31.1;12.9;5.3;5.2
1H-21;NA;1;Seg;95;64;8;……N;male;55;100;34.1;78;29;1;33.2;12;5.2;5
1H-24;NA;1;Seg;95;34;10;BHN;male;40;101;33.2;78.5;NA;0;33;12.9;4.9;4.9
1H-25b;NA;1;Seg;95;55;13;……N;female;35;98.5;32;80;29;2;30.8;11.8;5;5.2
1H-31;NA;1;Seg;95;48;10;……N;female;35;96;32.2;74;31;3;32.9;12.3;5.1;5
1H-45;NA;1;Seg;95;58;8;BHN;male;35;102.2;33.2;80;27;0;34.3;11.3;5.2;4.8
1H-55;NA;1;Seg;95;46;8;BNN;male;75;102;34;83;29;1;34.8;13.3;5.1;5.2
1H-70;NA;1;Seg;95;42;11;BHN;male;20;101;34.8;81;28;1;37.8;12.9;5.3;5.1
1H-73;NA;1;Seg;95;57;7;……N;female;35;98;32;76;28;2;29.8;12.2;5.2;5.2
1H-74;NA;1;Seg;95;67;17;……N;female;20;97;32;75;29;2;33.1;12.6;5.1;4.9
1H-90;NA;1;Seg;95;58;7;BHN;male;35;100.2;32.9;80;26.5;1;34.4;12.2;5.1;5
1H-91;NA;1;Seg;95;27;7;DHT;female;20;99;33.2;74;30;3;NA;12.3;5;5
1H-91;NA;2;Seg;95;64;7;……N;female;20;98.5;33.1;NA;29;2;30.8;12.2;5;5.1
1H-95;NA;1;Seg;95;57;14;……N;female;35;94;32.2;74;27.5;1;NA;11.9;5.3;5.1
1H-98;NA;1;Seg;95;48;8;……N;male;35;99;34.3;NA;NA;2;34.2;13.1;5.2;5.2
2H-29;NA;1;Seg;95;38;8;BHN;female;30;94;31.9;73;27;2;33.3;11.9;5.1;4.9
H0-28;NA;1;Seg;95;46;9;BNN;female;50;97;32.7;77;27;NA;32.8;12.5;5.2;5.1
H2-71;NA;1;Seg;95;24;18;DHT;female;30;99;32;77;29;4;NA;12.3;5.2;5
H3-11;NA;1;Seg;95;30;11;BHN;male;20;99;34;NA;29;1;35;12.8;5.1;5
H3-24;NA;1;Seg;95;58;11;……N;female;20;93;32.3;NA;NA;3;33.7;13;5.3;5
H7-05;NA;1;Seg;95;29;13;BNN;male;40;104;33.1;83;31;0;34.2;13.1;5.1;5.2
H7-58;NA;1;Seg;95;58;12;……N;male;35;99.5;33;80;28;1;34.8;13.3;5.2;5.2
H8-9;NA;1;Seg;95;24;20;DHT;female;35;99;33.3;76;30.5;3;34.8;12.6;5;5.1
H2-91;NA;1;Ven;95;52;19;BNN;male;30;100.5;33.4;82;28;1;32.7;12.4;4.8;5
2H-97;3395918;1;Kvi;96;40;7;SBH;female;40;95;32.15;75;29;3;32.5;11.8;4.8;4.9
4H-71;NA;1;Kvi;96;31;7;SBH;female;20;97;31.75;74;29;3;35;12.5;5;5.2
4H-71;NA;2;Kvi;96;86;9;TSN;female;20;95;31.9;75;28;3;31.6;12.8;5;5.1
H0-27;NA;1;Kvi;96;64;8;BNN;male;60;99;34.6;77;27;1;31.1;13;5;5.1
H1-17;NA;1;Kvi;96;51;10;BHN;male;50;103;34.15;81;32;1;33.2;12.4;5.1;5.1
H1-17;NA;2;Kvi;96;60;11;……N;male;50;103;34.2;81;31;1;33.1;11.9;5.2;5.3
H1-23;NA;1;Kvi;96;51;10;BHN;female;50;97;32.5;77;26;0;31.2;11.9;5.1;5
H1-24;NA;1;Kvi;96;54;7;BNN;female;50;98.5;33.9;75;30;2;31.1;12.9;5;5.1
H1-51;NA;1;Kvi;96;57;12;BNN;female;50;96;33.55;77;30;2;30.7;12.8;5.3;5.2
H2-05;NA;1;Kvi;96;55;8;SBH;male;40;102.5;33.8;81;30;1;34.2;12;5.1;5
H2-09;NA;1;Kvi;96;55;11;SBH;female;40;95;33.15;72;28;2;32.2;12;5;4.8
H2-09;NA;2;Kvi;96;86;6;TSN;female;40;94;33.1;76;27;4;34.8;12.3;4.9;4.9
H2-28;NA;1;Kvi;96;61;9;……N;male;40;101;33.6;79;28;2;35.6;12.6;5.1;5.1
H2-59;NA;1;Kvi;96;64;16;BHN;male;40;101;35.5;83;27;2;38.3;13.8;5.4;5.4
H3-00;3395950;1;Kvi;96;11;8;BHN;male;30;99;34;75;27;1;34.4;12.7;5.2;4.8
H3-01;NA;1;Kvi;96;90;11;PPN;NA;30;99;33.5;76;32;3;33;12.5;5.2;4.9
H3-29;NA;1;Kvi;96;72;6;TSN;female;30;95;31.3;74;29;2;NA;12.5;5;4.6
H3-90;3402149;1;Kvi;96;51;9;SBH;female;30;98;33.1;76;30;2;34.2;11.2;5;5.2
H4-05;NA;1;Kvi;96;61;6;SBH;female;20;97;31.8;73;30;2;NA;12.3;5;4.9
H4-11;NA;1;Kvi;96;45;13;……N;male;20;96;34.1;70;28;1;33.7;13.2;5.6;5.1
H4-18;NA;1;Kvi;96;86;11;TSN;female;20;97;34.45;78;NA;NA;37.6;12.2;5.1;4.9
H4-34;3423511;1;Kvi;96;67;NA;BNN;female;20;94;31.7;73;28;3;30.3;12.6;5.1;5.2
H4-57;3423518;1;Kvi;96;83;9;TSN;NA;20;98;34.2;NA;NA;2;32.3;12.9;5.1;4.8
H4-78;NA;1;Kvi;96;40;10;BNN;female;20;96;32.7;71;29;2;33.2;12.9;5.1;5.2
H4-78;NA;2;Kvi;96;55;11;TSN;female;20;96;32.05;71;NA;5;30.6;12.1;5.2;5.1
H4-78;NA;3;Kvi;96;61;6;MSR;female;20;95;32.1;NA;28;NA;29.2;12.2;4.9;4.8
H4-82;3423630;2;Kvi;96;60;4;MSR;female;20;95;31.95;NA;27;2;29.9;11;4.8;5.2
H4-82;3423630;1;Kvi;96;64;17;BNN;female;20;95.5;32.1;72;27.5;1;33.1;11.6;4.9;5.2
H5-79;NA;1;Kvi;96;60;11;BNN;female;90;97;31.95;76;29;2;30.3;12.9;5.1;5.1
H7-00;NA;1;Kvi;96;38;10;BNN;male;65;102;27.4;73;28;1;32.9;12.1;5.2;5.1
H7-04;NA;1;Kvi;96;51;8;……N;female;45;96;32.25;72;28;0;32.5;11.8;5;4.8
H7-14;NA;1;Kvi;96;55;12;SBH;female;30;92;31.3;70;27.5;2;29.5;11.2;5;4.8
H7-31;NA;1;Kvi;96;73;10;BHN;female;35;95;31.15;74;28;0;27.7;12.1;5.2;5
H7-41;3377753;1;Kvi;96;52;7;BNN;female;75;99;34.05;76;29;1;30.4;13.2;5.1;5.3
H7-43;NA;1;Kvi;96;40;9;BNN;male;65;104;33.55;81;29;1;33.2;12.7;5.3;5.2
H7-52;NA;1;Kvi;96;51;7;……N;female;50;96;30.6;73;30;2;26.5;11.9;5;5
H9-22;NA;1;Kvi;96;57;12;……N;female;70;97;33.95;74;28;1;31.5;12.3;5.4;5.1
V9-04;3423795;1;Kvi;96;73;7;BHN;female;30;99;32.05;76;27;2;NA;12.1;5.1;4.6
V9-05;NA;2;Kvi;96;61;6;MSR;female;25;94;32.05;NA;27;3;31.7;12.2;5;5
V9-05;NA;1;Kvi;96;83;12;TSN;female;25;95;32.05;76;31;4;33.2;12.2;4.8;5
V9-08;NA;1;Kvi;96;40;11;SBH;male;30;99;33.95;NA;30;2;35.8;12.2;5.1;5
V9-09;NA;1;Kvi;96;34;7;SBH;female;35;96;32.6;75;27;2;30;12.9;5.1;4.9
V9-13;NA;1;Kvi;96;26;7;BNN;male;35;103.5;33.75;80.5;29;2;34.4;13.3;5.1;5
V9-21;NA;1;Kvi;96;83;10;TSN;NA;35;100;34;76;31;2;32.6;12.1;5.1;4.6
V9-22;NA;1;Kvi;96;74;7;BNN;female;35;95;31.4;73;27;4;30.8;13.1;5.3;5.2
V9-27;3423531;1;Kvi;96;30;18;BNN;female;20;93;31.9;71;26;3;32.5;12.3;4.8;4.9
V9-27;3423531;2;Kvi;96;83;8;TSN;female;20;92;31.45;72;27;1;NA;NA;NA;NA
V9-29;NA;1;Kvi;96;49;10;……N;female;45;97;32.6;76;28;2;30.7;13;5.1;5.6
V9-35;NA;2;Kvi;96;30;9;HWL;male;35;101;33.25;73;30;2;34;12.5;5.5;5.1
V9-35;NA;1;Kvi;96;37;8;SBH;male;35;102;33.25;78;30;2;36.3;12.2;5.1;4.8
V9-37;NA;1;Kvi;96;41;11;……N;female;20;96;32.7;76;28;1;36.7;12.2;NA;NA
V9-39;NA;1;Kvi;96;93;7;TSN;female;35;NA;33.85;82;30;5;39.2;12.6;5.8;5.2
V9-41;3423535;1;Kvi;96;39;10;……N;female;30;100;32.4;75;26;1;31.8;12;5.2;4.9
V9-41;3423535;2;Kvi;96;67;9;PRD;female;25;99;32.2;71;29;3;29.3;12.3;5;4.6
V9-44;NA;1;Kvi;96;73;9;TSN;female;20;99;34.1;78;29;3;34.7;12.3;5.1;5.1
V9-48;3423743;1;Kvi;96;30;18;SBH;female;35;97;33.2;75;27;4;32.1;12.2;5.1;4.9
V9-50;NA;1;Kvi;96;29;8;SBH;male;35;97;32.1;73;28;2;31.9;12.7;5.1;5
V9-55;NA;1;Kvi;96;34;11;SBH;male;35;101;33.2;77;28;1;32.8;12.7;5.1;5.1
V9-55;NA;2;Kvi;96;60;11;……N;male;35;101.5;33.1;79;28;1;34.9;12.8;5;5.2
V9-72;NA;1;Kvi;96;40;9;SBH;male;35;101.4;33.95;78;31;1;NA;12.2;5.2;4.9
V9-73;NA;2;Kvi;96;22;28;BHN;male;30;103;35.65;76;31;0;37;12.4;5.6;5.4
V9-73;NA;1;Kvi;96;40;7;BNN;male;30;103;35.5;81;29;1;37.7;12.9;5.3;5.2
V9-79;NA;1;Kvi;96;64;8;BNN;female;35;97;33.65;75;28.5;2;32.3;13.2;4.9;5.1
V9-85;NA;1;Kvi;96;60;12;……N;male;35;99;33.45;79;29;1;33.6;13;5.1;5.3
V9-92;NA;1;Kvi;96;36;8;SBH;female;35;95;33.1;72;26;2;34.6;12.2;4.9;5
V9-98;NA;1;Kvi;96;41;9;BHN;female;20;93;32.5;72;25;0;35.1;11.8;5;5
V9-99;NA;1;Kvi;96;49;10;……N;male;30;100;33.25;78;29;1;34.7;12.2;5.2;5.3
1H-00;NA;1;Seg;96;54;7;SBH;female;45;96;32.8;74;30;2;30.8;12.9;5;5
1H-05;NA;1;Seg;96;47;18;BHN;female;25;97;32.45;74;27;0;36.9;12.9;5.4;5.5
1H-09;NA;1;Seg;96;43;12;……N;female;20;94;31.65;74;28;1;38.6;12;5;5.1
1H-17;NA;1;Seg;96;58;8;SBH;female;55;96;31.95;74;30;3;31.9;11.9;5.4;5.1
1H-24;NA;1;Seg;96;56;13;……N;male;40;101;34.05;78;30;2;33.1;13;5;4.9
1H-25;NA;1;Seg;96;55;9;BNN;female;45;98;32.05;77;29;1;NA;12.8;5.1;5
1H-31;NA;1;Seg;96;55;8;BNN;female;30;99;31.9;74;29;1;29.8;12.6;5.1;5.1
1H-34;NA;1;Seg;96;61;11;BNN;female;80;97;32.85;74;28.5;1;36.4;12.9;5.3;5.2
1H-37;NA;1;Seg;96;24;9;BHN;male;35;98;34.6;75;27;0;34.6;12.6;5.3;5
1H-40;NA;1;Seg;96;59;12;……N;female;35;97;33.6;72;29;1;10.6;12.9;5;5.2
1H-43;NA;1;Seg;96;16;12;SBH;male;35;100;33.75;82;29;2;35.9;12.9;5.3;4.9
1H-45;NA;1;Seg;96;56;10;……N;male;75;103;33.5;79;29;1;34.9;12.1;5.6;4.8
1H-50;NA;1;Seg;96;34;10;BNN;male;35;103;33;82;30;2;NA;13.9;5;5.2
1H-80;NA;1;Seg;96;24;8;BHN;male;30;104;34;79;29;0;34.3;12.8;5.3;5.4
1H-81;NA;1;Seg;96;34;9;BNN;male;20;101;34.65;78;29.5;1;NA;12.8;5.1;5.2
1H-81;NA;2;Seg;96;43;12;……N;male;20;100;34.75;78;30;1;33.8;11.9;5;5.1
1H-89;NA;1;Seg;96;46;13;……N;female;65;98;33.5;76;28;1;31.2;14;5.4;5.2
1H-9;NA;1;Seg;96;31;8;BNN;male;20;100;32.75;79;29;2;35.8;12.2;5.1;5
1H-91;NA;1;Seg;96;52;8;SBH;female;35;98;33;74;30.5;1;31.2;12.1;4.9;5
1H-92;NA;1;Seg;96;39;9;SBH;male;35;101;32.9;80;28;1;34;12.7;5.1;4.9
2H-25;NA;1;Seg;96;65;9;BHN;female;35;97;32.55;74;28;1;35.7;12;5.1;5
4H-54;3402190;1;Seg;96;48;11;……N;male;20;102;32.8;78;31;1;NA;11.7;5.4;5.1
H2-38;NA;1;Seg;96;54;9;SBH;female;40;97;31.75;74;29;2;31.6;11.9;4.9;5
H3-11;NA;1;Seg;96;40;8;……N;male;30;101;33.95;80;30;1;NA;13.1;5.2;4.9
H3-98;NA;1;Seg;96;39;6;SBH;female;30;94;31.1;72;26;2;NA;12.8;5;4.8
H7-58;NA;1;Seg;96;48;8;……N;male;85;102;32.95;80;30;1;NA;13.3;5;4.8
H7-75;NA;1;Seg;96;61;9;BNN;female;75;102;33.1;83;29;3;30.7;13.2;5.2;5.2
V9-00;3423682;1;Seg;96;61;9;BNN;male;20;98.5;34.8;NA;29.5;1;37.2;14.2;5.2;5.1
V9-81;NA;1;Seg;96;58;10;SBH;female;35;99;33.2;75;31;3;31.3;11.9;5;5
1H-02;NA;1;Seg;97;21;11;BHN;male;20;101;34.7;82;29;1;34.8;11.8;5.4;5.1
1H-02;NA;2;Seg;97;31;6;……N;male;20;101;34.6;80;29;2;35.1;11.8;5;4.9
1H-02;NA;2;Seg;97;47;7;……N;male;20;100;34.4;79;28;1;33.3;12.3;5;5
1H-05;NA;1;Seg;97;36;10;……N;female;35;96;31.9;73;28;2;36.4;12;5.2;4.9
1H-07;NA;1;Seg;97;56;7;BHN;male;20;100;34.6;79;29;0;32;12.1;5.1;5.1
1H-20;NA;1;Seg;97;56;7;BHN;female;30;97;31.6;79;30;0;33.8;12.8;5.1;5.2
1H-41;NA;1;Seg;97;28;7;BHN;male;20;97;32.75;76;29;1;33.4;13;5.1;5.2
1H-41;NA;2;Seg;97;39;20;……N;male;20;97;32.4;76;28;1;35.2;13.1;5;5.2
1H-45;NA;1;Seg;97;23;10;DHT;male;85;103.3;33.45;79;30;1;34.9;12.2;5.7;5.3
1H-71;NA;1;Seg;97;51;6;……N;female;20;96;32.9;71;28;1;36;11.6;5.1;5
1H-91;NA;1;Kvi;97;16;7;BNN;female;40;100;33.15;75;30;2;NA;12.4;5;5.1
1H-94;3431725;1;Seg;97;21;12;BHN;male;30;98;33.85;76;27;1;33.7;13;5.5;5.2
2H-25;NA;1;Kvi;97;56;15;……N;female;50;97;32.5;74;29;1;30.6;11.8;5;5.2
2H-97;3395918;1;Kvi;97;30;19;……N;female;50;98;32.35;74;30;3;33.2;12;4.5;5.4
4H-01;NA;1;Kvi;97;21;9;……N;male;30;101.5;33.7;79;30;2;34.6;12;5;4.8
4H-25;NA;1;Kvi;97;65;6;SBH;male;30;102;33.3;78;32;1;31.7;12.2;5;4.9
4H-54;3402190;1;Seg;97;27;12;……N;male;30;104;33;79;33;2;34.3;12.2;5.8;5.1
4H-54;3402190;2;Seg;97;36;13;……N;male;30;104;33.55;80;33;1;33.2;11.9;5.5;5.1
5H-00;NA;1;Seg;97;48;6;SBH;female;20;97;33.2;75;29;3;30.4;12.9;5;5
5H-19;3423678;1;Kvi;97;22;8;……N;male;20;96.5;31.7;74;27;1;33;12.1;4.9;4.7
5H-19;3423678;2;Kvi;97;97;8;……N;male;20;96;31.75;74;26;5;36.7;13;5.1;5.2
5H-55;NA;1;Seg;97;17;8;BNN;male;20;97;31.4;72;27.5;1;31.5;12.4;5;5.1
H0-27;NA;1;Kvi;97;33;6;DHT;male;70;98.6;34.35;77;28;0;NA;12.3;5.1;5
H0-27;NA;2;Kvi;97;44;22;……N;male;70;98;34.15;76;28;1;35.5;12.3;5.1;4.9
H1-17;NA;1;Kvi;97;24;11;BHN;male;60;103;34.6;79;29;1;34.6;12.8;5.2;4.9
H1-17;NA;2;Kvi;97;34;7;……N;male;60;103;34.4;79;28;1;33.7;12.6;5.4;5.2
H1-23;NA;1;Kvi;97;49;11;……N;female;60;98;32.8;NA;28;2;30;11.9;5.3;5
H1-51;NA;1;Kvi;97;46;10;BNN;female;60;97;33.85;NA;29;1;NA;12.7;5.4;5.3
H1-51;NA;2;Kvi;97;99;10;JSD;female;60;96;NA;74;NA;2;32.1;NA;NA;NA
H2-28;NA;1;Kvi;97;46;10;BNN;male;50;101;34;NA;28;0;NA;12.9;5.3;5.4
H2-28;NA;1;Kvi;97;55;21;……N;male;50;101;33.7;78;27;2;36.2;12;5;5.1
H2-38;NA;1;Kvi;97;14;10;BHN;female;50;97;31.8;72;29;0;30.5;11.7;5;5
H2-38;NA;2;Seg;97;46;6;BHN;female;50;97;31.95;74;30;2;33.5;12.2;5.1;5.1
H3-00;3395950;1;Kvi;97;26;10;BNN;male;40;98.5;34.15;79;28;1;32.1;12.8;5;5.1
H3-00;3395950;2;Kvi;97;35;19;……N;male;40;98;34;76;28;3;34.6;12.1;5.2;4.9
H3-25;3402126;1;Seg;97;23;10;DHT;female;40;96.2;NA;73;29;3;30;11.6;5.2;5.1
H3-29;NA;1;Kvi;97;54;9;BHN;female;40;95;31.4;72;29;0;28.2;12.6;5.1;5
H3-90;3402149;1;Kvi;97;42;6;……N;female;40;100;33.1;70;30;2;35.3;11;5;5.1
H3-98;NA;1;Kvi;97;24;7;BHN;female;40;94;31.55;71;26;3;31.6;13;5.1;5
H3-98;NA;2;Seg;97;27;14;……N;female;40;94;31.4;72;26;5;33.5;13;5.2;4.6
H4-18;NA;1;Kvi;97;25;7;BHN;male;30;101;34.8;76;28;0;34.3;13;5.2;5.1
H4-18;NA;2;Kvi;97;34;9;……N;male;30;100;34.7;78;28;1;36.2;11.9;5.1;5.2
H4-34;3423511;1;Kvi;97;37;7;……N;female;30;96;31.75;73;27;1;36.5;11.9;5.9;5
H4-57;3423518;1;Kvi;97;20;7;……N;male;30;101;34.35;83;28;1;33.6;12.2;5;5
H4-57;3423518;2;Kvi;97;30;7;……N;male;30;101;34.15;81;29;1;33.1;12.5;5.1;4.8
