ind;ringnr;tr;plats;year;date;hour;sign;sex;age;wing;tarsv;tail;wproj;fett;weigh;bill;bihe;biwi
HB-59;3308543;1;Tak;98;46;13;JSI;male;35;103;34.15;81;32;2;36.8;12.1;5.1;4.7
HB-70;3308544;1;Tak;98;46;14;JSI;male;35;101;33.9;NA;31;1;35;12;5.1;5
HB-71;3477501;1;Tak;98;49;10;JSI;male;35;102;33.3;82;NA;2;32.4;12.2;5.1;4.9
HB-72;3477502;1;Tak;98;49;12;JSI;female;20;97;32.4;81;30;1;30;12.9;5;4.8
HB-73;3477503;1;Tak;98;50;11;JSI;male;20;100;33.15;77;29;1;33.2;12.9;5;5
HB-74;3477504;1;Tak;98;50;12;JSI;male;20;101;33.95;78;31;1;34.7;12.1;5.1;5
HB-75;3477505;1;Tak;98;50;14;JSI;male;20;103;33.9;84;31;2;35.8;11.9;5.1;5
HB-77;3477506;1;Tak;98;50;17;JSI;female;35;95;33;72;27;0;28.8;12.1;5;4.9
HB-78;3477507;1;Tak;98;50;18;JSI;male;35;103;34.95;78;30;1;35.8;12.8;5.4;5.8
HB-79;3477508;1;Tak;98;51;14;JSI;male;35;100;33.85;78;30;2;34.5;11.2;5.1;5
HB-80;3477509;1;Tak;98;52;8;JSI;female;25;96;32.5;77;29;1;28.2;12.5;5;5.1
HB-81;3477510;1;Tak;98;53;10;JSI;male;25;99;34.15;77;32;1;33.2;12.2;4.9;5.1
HB-82;3477511;1;Tak;98;53;11;SBH;male;35;100;33.9;80;29;1;34.8;13.2;5;5
HB-83;3477512;1;Tak;98;53;11;JSI;male;35;99;33.5;84;30;1;35;12.9;5;5
HB-84;3477513;1;Tak;98;54;10;JSI;female;35;98;33.9;77;NA;1;32.8;12.9;5.1;4.9
HB-85;3477525;1;Tak;98;55;11;JSI;female;35;94;32.15;75;27;1;28.7;12.1;5;5
HB-87;3477526;1;Tak;98;55;12;JSI;male;35;100;34.85;85;29;1;33.1;12.1;5.1;4.9
HB-88;3477527;1;Tak;98;55;13;JSI;male;35;98;34.05;78;28;0;34.5;12;5;4.9
HB-89;3477533;1;Tak;98;58;8;JSI;male;35;104;35.6;82;34;1;36;12.8;5.2;5.1
H7-40;3395938;2;Tak;98;49;11;JSI;female;35;95;NA;75;28;1;26.8;12.2;4.9;4.9
HB-90;3477534;1;Tak;98;58;9;JSI;male;35;101;34.3;80;33;1;33.9;13.2;5.2;5.1
HB-91;3477560;1;Tak;98;68;12;JSI;female;30;94;32.65;74;26;1;30.1;12.5;5.1;5
HB-92;3477561;1;Tak;98;69;11;JSI;female;35;96;32.8;76;29;1;29;12.8;5;5.1
HB-93;3477404;1;Tak;98;74;6;JGE;NA;10;95;NA;NA;NA;2;29.4;NA;NA;NA
HB-94;3477406;1;Tak;98;89;8;RRD;female;25;92;NA;NA;NA;1;NA;NA;NA;NA
HB-99;3477400;1;Tak;98;46;12;TAN;male;35;105;33.6;80;33;1;36.4;12.7;5;4.9
HB-98;3477401;1;Tak;98;47;9;TAN;male;30;100;32.6;78;32;1;33.4;12.8;5.1;5
HB-97;3477402;1;Tak;98;47;11;TAN;male;25;104;33.9;80;33;1;34.6;12.7;5.1;5.1
H5-09;3397033;2;Arn;98;48;10;SBH;male;35;98;34.8;77;29;1;36.6;12.8;5;4.9
BV-49;3440683;1;Arn;98;48;10;SBH;male;35;99;32;78;28;1;32.2;12.6;5.1;4.9
BV-48;3440682;1;Pan;98;48;8;SBH;male;35;102;34.1;81;29;1;34.6;12.6;5.2;4.8
BV-50;3440684;1;Arn;98;48;11;SBH;male;35;102;32.9;81;30;2;35.5;12.1;5.1;4.8
BV-45;3440680;1;Pan;98;48;7;SBH;male;20;98;35;78;28;1;36.9;12.7;5.1;5
BV-47;3440681;1;Pan;98;48;7;SBH;male;35;102;33.9;80;30;1;32;11.4;5;4.8
BV-00;3440603;1;Ksd;98;35;7;BHN;male;35;102;32.8;80;32;3;36.6;13.2;5;4.9
BV-01;3440604;1;Ksd;98;35;12;BHN;male;35;102;33.3;80;30;1;33.6;12.7;5.2;4.8
BV-02;3440605;1;Ksd;98;35;13;BHN;male;35;97;32.8;76;27;1;32.1;12;5.1;5
BV-03;3440606;1;Ksd;98;36;8;BHN;male;20;101;34.1;82;30;1;34.1;12.4;5.1;5
BV-04;3440607;1;Ksd;98;36;13;BHN;male;20;102;34.3;81;31;1;36.3;12.4;5;4.9
HB-32;3440600;1;Olm;98;31;6;BNN;male;20;101;34.2;80;29.5;1;36.4;13;5.2;5.2
BV-94;3440601;1;Olm;98;31;7;BNN;male;20;101;33.95;82;29;1;32.2;12.8;5.1;5.2
BV-40;3440602;1;Olm;98;31;9;BNN;male;35;100;33.2;78;28;1;32.2;11.6;4.9;5
VB-48;3440609;1;Dat;98;43;11;TAN;male;35;101;34;75;31;1;34.5;12.8;5;5
VB-52;3440610;1;Dat;98;43;12;TAN;male;35;100;34.1;75;30;1;36.6;12.5;5.1;5
VB-53;3440611;1;Ost;98;44;11;TAN;male;20;100;33.15;76;30;1;35;12.6;5;4.9
V9-93;3439128;2;Kvi;98;87;10;MSR;female;25;96;33.75;78;28;3;34.5;13;5.5;5.2
H8-35;3431794;1;Kvi;98;80;8;MSR;male;20;100;34;78;27;4;35.3;12.8;5.2;5.1
H8-03;3431782;1;Kvi;98;72;9;BNN;female;20;93;33.15;67;21;1;30.8;13.1;5.1;5.3
H5-17;3423765;2;Kvi;98;69;7;TSN;female;30;97;33.25;75;29;1;28.2;12.1;5;5.4
H5-17;3423765;1;Kvi;98;36;11;BNN;female;30;97;33.45;74;28;1;NA;12.1;5.1;5.1
H5-17;3423765;2;Kvi;98;62;9;TSN;female;30;98;33.15;76;27;1;29.7;12.5;5;5.5
V9-83;3431594;2;Kvi;98;69;12;MSR;female;30;95;31.05;77;27;1;33.4;NA;5.3;5.2
V9-83;3431594;1;Kvi;98;49;16;……N;female;35;96;31.35;76;27;2;31.2;12;5.2;5.2
H5-83;3423562;1;Kvi;98;67;9;BNN;male;30;102;34;80;31;1;32.9;12.8;5.2;5.2
H7-04;NA;1;Kvi;98;15;9;……N;female;65;97;32.2;NA;29;2;33.6;11.3;4.9;5.1
V9-93;3439128;1;Kvi;98;48;11;……N;female;20;96;33.45;70;28;NA;NA;12.9;5.2;5.2
H3-00;3395950;1;Kvi;98;13;8;……N;male;50;98;33.9;79;28;1;33.3;11.8;5.1;4.9
H3-00;3395950;2;Kvi;98;62;8;BNN;male;50;98.5;33.8;NA;NA;1;32.2;NA;NA;NA
H3-90;3402149;1;Kvi;98;15;14;……N;female;50;98;33.05;75;29;4;36.1;11.2;5;5.3
H4-34;3423511;1;Kvi;98;46;10;MSR;female;40;94;31.9;74;27;1;NA;12.3;5.3;5.5
H4-57;3423518;1;Kvi;98;11;9;……N;male;40;100;34.9;81;29;2;34.6;12.6;5;NA
H4-82;3423630;1;Kvi;98;17;10;……N;female;40;96;32.05;73;28;1;29.6;12;5;5.3
H5-00;3423793;1;Kvi;98;24;11;……N;male;30;100;33.35;75;30;1;34.6;13;5.1;5
H5-00;3423793;2;Kvi;98;34;7;BNN;male;30;100;33.4;79;29;0;35;NA;NA;NA
H5-01;3423696;1;Kvi;98;24;7;……N;male;30;99;33.15;76;30;2;34;11.9;5.1;5
H5-01;3423696;2;Kvi;98;34;7;BHN;male;30;99;33.15;76;30;1;33.2;11.7;5;4.9
H5-05;3423783;1;Kvi;98;17;10;……N;male;30;102;34;80;29;2;34.6;12.3;5.2;4.9
H5-05;3423783;2;Kvi;98;27;8;BHN;male;30;102;33.95;80;32;0;33.3;13.1;5;4.8
H5-30;3423551;1;Kvi;98;13;15;……N;male;30;101;33.75;NA;29;3;35.6;11.9;5.2;5
H5-38;3431718;1;Kvi;98;53;7;BNN;male;30;100;33.1;NA;28;1;32.7;NA;NA;NA
H5-39;3431717;1;Kvi;98;62;8;BNN;male;30;103;33.9;80;28;0;34.5;10.9;4.9;5
H5-45;3431702;1;Kvi;98;13;8;……N;male;30;100;32.95;78;28;2;34.4;13.8;5;5.3
H5-77;3431710;1;Kvi;98;18;8;……N;male;30;103;34.25;84;30;2;34.6;12.6;5.2;5
H5-84;3423550;1;Kvi;98;14;10;……N;female;30;97;33;76;29;2;31;12;4.9;5
H7-23;3397037;1;Kvi;98;60;7;SBH;female;30;96.5;31.7;76;26;1;27.6;12.7;5.1;5
H7-41;3377753;1;Kvi;98;62;9;BNN;female;95;99;33.9;76;30.5;1;32.2;12.7;4.9;5.1
H8-04;3431930;1;Kvi;98;40;10;SBH;female;20;93;31.7;70;29;2;34.4;13.1;5.05;4.8
H8-09;3431840;1;Kvi;98;25;7;HWL;male;20;97.5;32.8;78;27;1;30.1;13.1;5.2;4.9
H8-10;3431787;1;Kvi;98;34;8;DHT;male;20;98;33.4;78;29;0;32.7;13.2;5.3;5.1
H8-23;3431946;1;Kvi;98;41;9;……N;female;20;97;32.2;73;31;1;27.2;12.3;5.1;5.2
H8-37;3431959;1;Kvi;98;53;7;BNN;female;20;98;33.7;72;29.5;2;36.4;13.6;5.1;5.1
H8-39;3431943;1;Kvi;98;41;6;……N;male;20;102;33;78;31;1;34;12.8;5.1;5
H8-39;3431943;2;Kvi;98;50;10;……N;male;20;102;33;80;30;1;33;12.9;5.2;5.1
H8-70;3431920;1;Kvi;98;18;9;……N;male;20;98;34.25;78;29;3;34.5;12.9;5.3;5.2
H8-70;3431920;2;Kvi;98;28;9;BHN;male;20;98;34;77;29;0;33.2;13.1;5.3;5.3
H8-87;3431817;1;Kvi;98;35;7;HWL;female;20;96;32.5;74;27;2;32.3;12.2;5.1;4.9
H8-98;3431947;1;Kvi;98;26;12;SBH;female;20;95;33.15;75;28;1;36.7;12.8;5.1;5
5H-19;3423678;1;Kvi;98;13;15;……N;male;30;99;31.55;NA;29;3;34.6;13.3;5;5.3
5H-77;3423686;1;Kvi;98;10;9;BNN;male;30;100;34.55;80;29;3;34.5;12.3;5.1;5.2
5H-77;3423686;2;Kvi;98;20;10;……N;male;30;101;34.45;80;30;2;33.1;11.2;5;5
5H-77;3423686;2;Kvi;98;46;8;MSR;male;30;100;34.45;80;31;1;33.2;12.2;5.2;5.3
8H-05;3431752;1;Kvi;98;25;20;SBH;male;20;97;34.4;74;27;1;35.5;13.8;5.2;5
8H-28;3431875;1;Kvi;98;54;9;SBH;male;20;101.5;34.8;77;29;1;34;12.2;5.1;4.8
8H-28;3431875;2;Kvi;98;62;10;TSN;male;20;102;34.85;79;31;2;33.8;12.2;5.2;5
8H-55;3431848;1;Kvi;98;39;6;SBH;male;20;98;34.9;76;29;1;34.7;12.2;5.1;5.1
V9-00;3423682;1;Kvi;98;17;13;……N;male;40;100;34.75;77;30;2;38;13.1;5.4;5.1
V9-00;3423682;2;Kvi;98;28;9;BNN;male;40;100;34.95;78;29;1;NA;NA;NA;NA
V9-02;3431862;1;Kvi;98;21;8;DHT;male;30;101.5;35.75;79;28;1;36.4;12.4;5.1;5
V9-02;3431862;2;Kvi;98;45;11;AGK;male;30;102;35.7;78;30;1;35.6;12.1;5;4.8
V9-04;3423795;1;Kvi;98;59;9;BNN;female;50;99;32.3;75;29;2;NA;12.4;5.1;5.1
V9-11;3431900;1;Kvi;98;62;7;MSR;female;45;95;32.6;72;28;1;29.3;12.8;5.1;5.1
V9-12;3431962;1;Kvi;98;10;8;……N;male;30;102;34;82;29;1;32.8;12.8;5.4;5
V9-12;3431962;2;Kvi;98;20;12;HWL;male;30;102;34.1;83;31;1;33.3;13.3;5.3;5
V9-19;3431802;1;Kvi;98;44;11;MSR;female;30;98;32.05;75;28;1;31.1;12.1;5.2;5.2
V9-25;3431903;1;Kvi;98;52;10;SBH;female;30;95;32;74;28;1;30.7;11.7;5;4.9
V9-27;3423531;1;Kvi;98;49;6;SBH;female;40;92;31.6;70;28;1;28.1;12.1;5;4.8
V9-28;3431568;1;Kvi;98;64;9;BNN;female;40;98;32.8;NA;28.5;2;30.1;12.2;5;5
V9-34;3439143;1;Kvi;98;50;7;……N;female;35;96;32.75;71;27;2;35.3;12.5;5.1;5
V9-41;3423535;1;Kvi;98;56;12;BNN;female;45;97;32.4;76;28;1;30.1;12.6;5.1;5.1
V9-48;3423743;1;Kvi;98;42;6;……N;female;55;99;33.15;77;26;1;29.9;11.8;5;4.9
V9-49;3431572;1;Kvi;98;59;10;TSN;female;40;99;32.2;79;23;3;31.3;12.2;4.9;4.8
V9-58;3439112;1;Kvi;98;46;7;……N;female;30;98;32.25;72;29;1;32.8;13;5;5.1
V9-75;3424774;1;Kvi;98;54;11;BNN;female;20;97;32.8;77;28;1;33.6;12.3;5;5
V9-82;3439001;1;Kvi;98;28;7;BHN;male;20;101;34.8;79;30;1;34.8;12.6;5.1;4.9
V9-90;3431696;1;Kvi;98;17;10;……N;male;30;98;34.2;75;28;2;31.3;11.6;5.3;5.1
V9-91;3431964;1;Kvi;98;34;11;BNN;female;35;94;33.75;72;NA;NA;NA;NA;NA;NA
V9-97;3431863;1;Kvi;98;23;18;SBH;male;20;99;34.2;76;29;3;36.8;12.4;5;4.8
1H-13;3431963;1;Seg;98;23;10;BNN;female;35;98;32;75;26;3;NA;12.7;5;5
1H-23;3439000;1;Seg;98;23;7;BHN;male;30;101;34.05;79;31;1;NA;13.4;5;5.1
1H-44;3439100;1;Seg;98;31;8;HWL;female;35;98;32.1;75;32;4;35.7;12.6;5.1;4.8
1H-47;3439002;1;Seg;98;33;16;BHN;male;30;103;32.65;82;32;1;31.7;12.1;5;4.9
1H-47;3439002;2;Seg;98;43;6;……N;male;30;103;32.75;80;31;1;30.4;12.9;5;4.9
1H-94;3431725;1;Seg;98;22;10;DHT;male;40;100;33.55;79;28;1;34.8;12.2;5.3;5.2
1H-94;3431725;2;Seg;98;29;8;DHT;male;40;100;33.55;78;28;1;34.7;12.3;5.3;5.1
2H-97;3395918;1;Seg;98;27;18;BHN;female;60;99;32.15;76;31;2;34.4;11.7;4.8;5
2H-97;3395918;2;Seg;98;43;6;……N;female;60;98;32.15;NA;NA;NA;NA;NA;NA;NA
2H-97;3395918;2;Seg;98;53;16;BNN;female;60;97;32.1;76;26;1;NA;12.1;4.9;5
H3-25;3402126;1;Seg;98;48;8;AGK;female;50;NA;30.45;73;28;0;28.9;11.1;5;4.9
H3-83;3402129;1;Seg;98;44;8;BNN;female;50;96;31.9;83;29;1;30.7;12.3;5;5.2
4H-08;3402183;1;Seg;98;23;9;BNN;male;40;100;33;78;28;2;NA;12.9;5.2;5.1
4H-54;3402190;1;Seg;98;29;8;DHT;male;40;104.3;32.8;80;30.5;0;33.3;11.4;5.3;5.1
4H-54;3402190;2;Seg;98;63;7;BNN;male;40;103;32.7;NA;NA;1;33.4;NA;NA;NA
4H-55;3423507;1;Seg;98;18;7;SBH;male;40;99.5;32.6;77;28;2;32.6;11.5;4.9;4.8
5H-88;3423685;1;Seg;98;56;10;SBH;male;30;100;33.8;81;29;1;32.2;12.7;5.1;5
H8-52;3431837;1;Seg;98;45;9;……N;male;20;99;33.95;73;28;2;34.7;13;5.2;5.3
8H-79;3439264;1;Seg;98;70;8;BNN;female;20;97.5;31.65;74;29;1;29.7;12.8;5;4.9
1V-08;3431860;1;Seg;98;18;6;SBH;male;30;101;33.7;79;31;2;32.1;11.9;5;4.8
1V-19;3431965;1;Seg;98;36;16;BNN;male;20;101;32.85;86;29;2;35.7;12.2;5.2;5.2
1V-19;3431965;1;Seg;98;45;7;AGK;male;20;101;32.7;80;31;1;32.9;11.6;5;4.9
1V-31;3431861;1;Seg;98;18;7;SBH;male;35;103;33;82;31;2;34.2;12.2;5.1;4.8
1V-48;3431864;1;Seg;98;24;8;HWL;male;20;96;33.4;78;27;1;33.6;13;5.2;5.1
1V-73;3431865;1;Seg;98;24;10;SBH;male;20;101;33.8;78;31;2;NA;12.9;5.1;5
1V-73;3431865;1;Seg;98;35;10;BNN;male;20;101;33.85;79;28;1;35.6;13.1;5.2;5.1
1V-88;3431867;1;Seg;98;41;8;SBH;male;35;106;34.1;84;32;1;35;12.7;5.2;4.8
1V-95;3431868;1;Seg;98;42;8;MSR;male;30;99;33.25;81;26;1;34.4;12.4;5.1;4.9
V9-30;3431866;1;Seg;98;24;11;HWL;male;20;100;33.7;77;29;1;34.1;11.4;5.2;4.5
V9-42;3431899;1;Seg;98;63;8;BNN;female;20;97;32.15;78;26;1;27.7;12.2;5.2;5.1
H5-90;3423785;1;Fro;98;45;14;SBH;male;30;101;34.2;79;30;1;32.9;12.2;4.9;4.8
H8-97;3431582;1;Fro;98;45;14;SBH;male;20;100;33.8;79;30;2;34.2;12.9;5.1;4.8
1V-02;3440676;1;Fro;98;45;13;SBH;male;35;102;34.7;80;30;2;36.3;13.1;5.2;4.9
H4-50;3423512;1;Tys;98;44;7;SBH;female;40;94;31.2;72;25;3;32.3;12.2;5.1;5
1V-00;3431869;1;Tys;98;44;6;SBH;male;30;102;32.4;79;29;1;33.2;12.9;5.1;4.9
H8-07;3377840;1;Tys;98;19;6;BNN;male;60;102;34.6;79;29;1;34.9;14.1;5.2;5.1
1V-22;3431697;1;Bjo;98;22;9;……N;male;20;102;34.1;80;30;1;33.5;12.4;5;5.4
1V-22;3431697;2;Bjo;98;24;11;BHN;male;20;102;33.95;80;30;1;33.1;12.6;5.1;5.2
1V-91;3377149;1;Bjo;98;24;12;BHN;female;35;100;33.6;79;31;3;33.7;12.6;5.2;5
1V-25;3252952;1;Ven;98;17;7;LSN;male;35;99;34.15;79;27;1;32;13.2;5.1;5.1
H3-43;3402116;1;Ven;98;17;7;BNN;male;50;103;NA;NA;NA;4;35.5;NA;NA;NA
5H-01;3423752;1;Ven;98;17;7;BNN;male;30;102;32.95;80;29;1;33.7;12;5.2;5
5H-01;3423752;2;Ven;98;30;14;LSN;male;30;101;32.9;77;25;1;NA;12;5.6;4.8
H-;3252973;1;Ven;98;50;5;LEN;female;20;94;33;77;29;1;31;13;5;5.2
1V-15;3252978;1;Ven;98;17;11;LSN;male;30;98;32.8;76;29;3;32.5;12.8;5.2;4.9
H4-32;3252983;1;Ven;98;30;12;LSN;male;20;100;34.4;79;27;1;36;11.9;4.9;4.9
H8-11;3252982;1;Ven;98;29;6;LSN;male;20;98;34.25;75;27;1;35;12.8;5.2;4.9
H9-;3431882;1;Kvi;98;104;6;MSR;NA;10;100;33.05;76;30;1;29;12.6;5.2;5
H9-;3431893;1;Kvi;98;135;10;MSR;NA;10;101;34.5;79;30;3;31.4;12.4;5.5;5.2
H9-11;3431977;1;Kvi;98;101;12;LBT;NA;10;97;31.95;75;29;4;29.5;13;5.2;4.8
H9-;3431984;1;Kvi;98;101;12;KIL;NA;10;94;32.1;74;28;3;31;12;5.2;5.3
H9-;3431989;1;Kvi;98;104;9;MSR;NA;10;96;32.95;75;29;1;27.8;12;5.2;5
H9-;3431991;1;Kvi;98;114;10;SOL;NA;10;98;34.15;75;30;4;34.1;12;5.2;5.1
H9-;3431992;1;Kvi;98;111;9;TSN;NA;10;99;35.8;79;30;3;34.3;12;5.2;5.2
H9-;3431995;1;Kvi;98;114;11;TSN;NA;10;96;33.15;77;27;3;31.8;12.7;4.8;5.2
H9-;3431997;1;Kvi;98;135;11;MSR;NA;10;94;33;71;28;4;31.7;12.2;5;5.8
H9-;3431998;1;Kvi;98;107;10;MSR;NA;10;94;32.5;76;27;4;31;12.3;5.3;5.7
H9-;3439004;1;Kvi;98;107;8;MSR;NA;10;94;31.4;72;28;3;30;11.7;5.1;5.1
H9-;3439010;1;Kvi;98;122;7;JDT;NA;10;98;34.3;79;31;2;31.1;11.9;4.9;4.8
H9-;3439012;1;Kvi;98;114;8;TSN;NA;10;101;33.95;80;31;2;32.2;11.3;5;5.1
H9-;3439013;1;Kvi;98;117;12;TSN;NA;10;96;33.9;74;30;3;31.7;11.7;5;5.2
H9-;3439014;1;Kvi;98;117;12;JDT;NA;10;98;34.15;77;29;3;34.6;10.6;5.2;5.6
H9-;3439019;1;Kvi;98;129;11;MSR;NA;10;98;33.3;80;29;3;33;11.7;5.6;5.4
H9-82;3439104;1;Kvi;98;80;7;MSR;NA;10;99;32.7;79;28;2;29.9;12.1;5.3;4.9
H9-;3439110;1;Kvi;98;80;8;BNN;NA;10;96;32.7;73;28;2;29.5;11;5.1;5.1
H9-;3439124;1;Kvi;98;93;9;MSR;NA;10;95;33.6;75;28;3;27.4;11.2;5.3;5.2
H9-;3439124;2;Kvi;98;104;10;MSR;NA;10;93;33.35;73;25;4;30.5;11.8;5.2;5.3
H9-;3439129;1;Kvi;98;80;7;BNN;NA;10;97.5;33.8;74;28;1;29.6;12;5.2;5.2
H9-45;3439205;1;Kvi;98;77;6;MSR;NA;10;96;32.45;77;28;2;30.8;11.1;5.1;4.8
H9-97;3439208;1;Kvi;98;77;7;MSR;NA;10;99;34.2;81;29;1;32.7;12.1;5.2;4.9
H9-;3439217;1;Kvi;98;93;7;MSR;NA;10;99;34.3;78;29;4;32.9;12.8;5.5;5.6
H9-;3439218;1;Kvi;98;87;10;MSR;NA;10;94;32;70;27;2;26.9;11.7;5.1;5
H9-44;3439222;1;Kvi;98;97;7;MSR;NA;10;93;31.75;72;29;5;33.2;12.3;5.1;5.3
H9-;3439230;1;Kvi;98;93;10;MSR;NA;10;95;32.25;73;28;2;26.6;11.1;4.8;5.1
H9-;3439235;1;Kvi;98;93;9;MSR;NA;10;98;33.7;73;29;3;32.3;13.2;5.4;5.3
H9-;3439242;1;Kvi;98;97;8;MSR;NA;10;99;34.75;75;28;4;32.4;11.7;5.2;5.2
H9-;3439245;1;Kvi;98;97;10;MSR;NA;10;98;34;77;26;4;NA;11.5;5.3;5.1
H9-;3439246;1;Kvi;98;104;11;MSR;NA;10;99;34.7;77;28;4;34.6;12.8;5.3;5.3
H9-;3439253;1;Kvi;98;87;9;MSR;NA;10;NA;34;75;NA;2;35.3;11.8;5.2;5
H9-;3439254;1;Kvi;98;97;9;MSR;NA;10;97;34;78;28;3;34.6;11.9;5.4;5.1
V9-;3439255;1;Kvi;98;87;10;MSR;NA;10;NA;35.5;NA;NA;2;35.1;11.3;5;5.3
H9-;3439257;1;Kvi;98;87;9;MSR;NA;10;NA;33.8;NA;NA;2;32.1;11.9;5;5.1
H9-;3439258;1;Kvi;98;87;9;MSR;NA;10;NA;34.15;NA;NA;3;35.4;10.9;5;5.2
H-;3439344;1;Kvi;98;97;5;MSR;NA;10;95;32.9;76;28;3;29.3;11.8;5;5
H-;3439359;1;Kvi;98;107;11;MSR;NA;10;93;33.2;73;27;4;30;11.2;5.2;5
H-;3439360;1;Kvi;98;107;11;MSR;NA;10;95;30.9;75;28;2;28.3;12.2;5.5;5.7
H-;3439371;1;Kvi;98;117;11;JDT;NA;10;93;31.55;76;28;2;27.3;11.6;5.1;4.7
H-;3439371;2;Kvi;98;122;9;JDT;NA;10;93;31.6;75;30;2;26.6;12;5.5;4.8
H-;3439374;1;Kvi;98;126;11;SOL;NA;10;95;33.75;74;26;3;32.1;11.4;5.8;5.4
H-;3439375;1;Ess;98;127;7;JSD;NA;10;98;32.9;75;29;4;31.3;11.8;NA;5.1
H-;3439376;1;Kvi;98;129;8;MSR;NA;10;94;32.25;71;27;2;29.4;10.1;5.2;5.2
H8-;3431791;1;Kvi;97;134;8;MRA;NA;10;100;32.8;75;28;2;30.6;12.2;5.1;4.9
